id,product_category,product_subcategory,quantity_kg,unit_price_initial,days_until_expiry,storage_condition,packaging_type,collection_datetime,day_of_week,month_of_year,season,is_holiday,pickup_store_id,pickup_city,distance_to_partner_km,partner_id_destination,partner_storage_capacity,partner_typical_demand,weather_temperature,rainfall_mm,time_to_sell_hours,was_sold,final_discount_rate,wastage_reason,partner_satisfaction_score
4786,Surgelés,Légumes surgelés,20.3,2.76,48,Surgelé,Carton,2024-08-07 02:00:00,Wednesday,8,Pluies,0,S022,San-Pédro,36.4,P015,1889,106.5,23.1,2.0,572.7,0,68.0,Périmé avant collecte partenaire,2
4787,Produits Laitiers,Lait,25.3,1.93,5,Frais,Plastique,2024-02-03 01:00:00,Saturday,2,Sèche,0,S009,Yamoussoukro,36.8,P009,1661,429.7,27.4,1.6,35.7,1,36.6,,3
4788,Viande & Poisson,Volaille,76.1,4.09,1,Frais,Vrac,2024-07-26 08:00:00,Friday,7,Pluies,0,S036,San-Pédro,8.8,P008,623,395.2,29.0,12.3,8.9,1,78.9,,4
4789,Épicerie Sèche,Céréales,11.7,1.82,10,Sec,Carton,2025-01-26 17:00:00,Sunday,1,Sèche,0,S023,Bouaké,10.4,P023,874,559.0,23.8,1.2,50.5,1,55.3,,5
4790,Fruits & Légumes,Légumes racines,29.2,1.17,1,Frais,Vrac,2024-01-28 05:00:00,Sunday,1,Sèche,0,S037,Bouaké,5.1,P015,1036,749.4,30.7,8.2,17.2,0,88.4,Surstock partenaire (capacité pleine),2
4791,Fruits & Légumes,Légumes feuilles,37.4,1.22,3,Frais,Carton,2024-05-29 13:00:00,Wednesday,5,Pluies,0,S007,Abidjan,32.1,P002,678,496.4,28.2,0.6,25.3,1,66.5,,4
4792,Produits Laitiers,Beurre,45.1,2.3,2,Frais,Sachet,2024-03-19 03:00:00,Tuesday,3,Sèche,1,S032,Abidjan,12.5,P003,1779,115.9,29.0,1.9,9.0,1,63.2,,4
4793,Produits Laitiers,Fromage,50.8,2.12,5,Frais,Vrac,2025-05-30 19:00:00,Friday,5,Pluies,0,S005,Bouaké,4.2,P011,118,261.9,28.4,2.2,24.1,1,35.6,,2
4794,Épicerie Sèche,Pâtes,5.3,2.33,63,Sec,Plastique,2024-04-08 09:00:00,Monday,4,Pluies,1,S026,Abidjan,25.0,P010,1456,471.5,29.7,0.4,254.0,1,36.0,,4
4795,Fruits & Légumes,Fruits à coque,10.1,1.37,3,Frais,Vrac,2024-07-13 18:00:00,Saturday,7,Pluies,0,S015,Yamoussoukro,20.0,P005,1942,302.6,25.0,2.5,22.2,1,58.4,,3
4796,Fruits & Légumes,Fruits à coque,14.9,1.05,3,Frais,Vrac,2024-10-05 03:00:00,Saturday,10,Pluies,0,S004,Yamoussoukro,29.5,P008,577,578.2,22.6,3.7,33.1,0,54.8,Refusé par partenaire (qualité),2
4797,Boulangerie,Viennoiserie,32.2,1.33,1,Ambiante,Carton,2025-02-07 09:00:00,Friday,2,Sèche,0,S028,Abidjan,40.2,P012,1333,335.3,28.0,0.0,17.3,0,59.2,Refusé par partenaire (qualité),2
4798,Produits Laitiers,Beurre,28.5,1.85,1,Frais,Vrac,2024-05-23 09:00:00,Thursday,5,Pluies,0,S012,Bouaké,36.4,P015,1270,569.4,30.9,1.5,12.2,1,30.4,,4
4799,Produits Laitiers,Lait,97.6,1.96,4,Frais,Plastique,2024-09-28 08:00:00,Saturday,9,Pluies,0,S006,Yamoussoukro,15.2,P005,298,386.8,32.2,0.3,22.2,1,32.4,,2
4800,Boulangerie,Viennoiserie,21.0,1.61,2,Ambiante,Plastique,2024-05-12 09:00:00,Sunday,5,Pluies,0,S030,San-Pédro,27.7,P024,1701,758.3,26.1,0.6,17.4,1,78.2,,4
4801,Fruits & Légumes,Fruits à coque,14.8,1.1,2,Frais,Sachet,2024-01-11 18:00:00,Thursday,1,Sèche,0,S033,Abidjan,36.0,P010,710,330.3,27.7,2.3,18.0,1,57.4,,4
4802,Produits Laitiers,Fromage,16.3,1.76,3,Frais,Plastique,2024-04-03 01:00:00,Wednesday,4,Pluies,1,S001,Abidjan,14.3,P011,436,605.4,28.8,1.6,15.0,1,70.0,,4
4803,Fruits & Légumes,Légumes feuilles,23.6,1.55,2,Frais,Vrac,2024-12-22 18:00:00,Sunday,12,Sèche,1,S008,Bouaké,43.4,P004,1290,601.5,26.6,8.5,11.8,1,80.0,,3
4804,Boulangerie,Viennoiserie,39.4,1.62,1,Ambiante,Plastique,2025-03-20 11:00:00,Thursday,3,Sèche,1,S040,Abidjan,6.8,P007,373,357.2,28.1,2.7,12.8,0,63.5,Refusé par partenaire (qualité),3
4805,Épicerie Sèche,Céréales,55.1,2.06,17,Sec,Carton,2024-04-22 17:00:00,Monday,4,Pluies,0,S014,Abidjan,21.1,P020,135,175.3,33.9,0.2,87.4,1,33.1,,3
4806,Produits Laitiers,Fromage,30.2,1.85,1,Frais,Vrac,2025-01-17 05:00:00,Friday,1,Sèche,0,S021,Abidjan,9.7,P022,1986,672.4,23.3,1.7,14.8,0,50.7,Périmé avant collecte partenaire,2
4807,Fruits & Légumes,Fruits à coque,43.9,1.13,1,Frais,Plastique,2025-05-08 02:00:00,Thursday,5,Pluies,0,S021,Abidjan,42.8,P025,578,332.3,27.2,1.5,11.3,1,57.2,,3
4808,Boulangerie,Pâtisserie,55.1,1.91,1,Ambiante,Carton,2025-06-20 20:00:00,Friday,6,Pluies,0,S014,Bouaké,14.6,P009,1627,221.8,30.3,2.0,9.3,1,64.4,,3
4809,Épicerie Sèche,Conserves,26.9,1.66,43,Sec,Carton,2025-01-10 22:00:00,Friday,1,Sèche,0,S019,Abidjan,18.3,P022,799,175.2,26.3,2.5,230.3,0,73.5,Problème logistique / retard transport,2
4810,Épicerie Sèche,Céréales,11.5,1.56,21,Sec,Carton,2025-01-29 04:00:00,Wednesday,1,Sèche,0,S013,Yamoussoukro,17.1,P002,124,788.1,27.5,1.9,101.7,1,40.6,,4
4811,Fruits & Légumes,Légumes feuilles,21.9,1.2,2,Frais,Carton,2024-08-29 01:00:00,Thursday,8,Pluies,0,S025,Yamoussoukro,24.0,P011,286,320.4,26.3,3.0,29.0,0,59.8,Périmé avant collecte partenaire,2
4812,Fruits & Légumes,Fruits à coque,53.9,1.03,3,Frais,Vrac,2024-07-31 17:00:00,Wednesday,7,Pluies,0,S039,Abidjan,34.3,P017,1888,767.4,26.2,11.9,31.5,0,73.1,Périmé avant collecte partenaire,1
4813,Épicerie Sèche,Céréales,69.6,2.3,53,Sec,Vrac,2024-07-29 07:00:00,Monday,7,Pluies,0,S033,Abidjan,13.8,P015,1984,640.7,27.5,5.7,188.4,1,35.6,,4
4814,Surgelés,Plats préparés surgelés,41.8,3.3,12,Surgelé,Plastique,2024-11-21 20:00:00,Thursday,11,Sèche,0,S033,Bouaké,40.3,P025,998,496.6,27.1,7.8,63.2,1,69.8,,4
4815,Produits Laitiers,Yaourt,10.8,2.07,5,Frais,Carton,2024-01-26 09:00:00,Friday,1,Sèche,0,S032,Abidjan,36.7,P025,1425,797.5,29.6,8.5,27.6,1,69.0,,3
4816,Fruits & Légumes,Fruits à coque,8.1,1.32,3,Frais,Plastique,2024-03-27 16:00:00,Wednesday,3,Sèche,1,S028,Abidjan,16.8,P015,1698,265.6,31.0,0.5,22.0,0,90.0,Périmé avant collecte partenaire,2
4817,Fruits & Légumes,Légumes feuilles,34.1,1.5,3,Frais,Sachet,2024-02-27 15:00:00,Tuesday,2,Sèche,0,S009,Abidjan,37.3,P017,1825,543.0,28.3,3.5,28.0,1,74.1,,3
4818,Boulangerie,Pâtisserie,18.8,1.22,1,Ambiante,Sachet,2024-06-05 04:00:00,Wednesday,6,Pluies,0,S040,Abidjan,38.5,P004,1596,783.8,26.8,0.6,19.1,0,67.1,Périmé avant collecte partenaire,1
4819,Fruits & Légumes,Légumes racines,107.1,1.28,3,Frais,Vrac,2025-05-26 00:00:00,Monday,5,Pluies,0,S037,Yamoussoukro,26.7,P009,568,712.5,30.7,0.8,38.8,0,74.3,Problème logistique / retard transport,1
4820,Fruits & Légumes,Fruits à coque,36.1,1.18,2,Frais,Carton,2024-08-27 00:00:00,Tuesday,8,Pluies,0,S031,Bouaké,40.2,P019,645,232.5,30.0,10.7,20.8,1,47.3,,3
4821,Épicerie Sèche,Pâtes,27.8,2.23,10,Sec,Vrac,2024-09-21 12:00:00,Saturday,9,Pluies,0,S016,Korhogo,17.7,P003,758,165.9,29.8,0.7,50.2,1,69.3,,4
4822,Surgelés,Viande surgelée,38.8,3.09,40,Surgelé,Carton,2024-06-24 03:00:00,Monday,6,Pluies,0,S019,Bouaké,19.4,P010,453,192.2,32.0,1.2,319.8,0,87.5,Périmé avant collecte partenaire,2
4823,Boulangerie,Viennoiserie,20.1,1.34,1,Ambiante,Vrac,2024-07-24 16:00:00,Wednesday,7,Pluies,0,S027,Abidjan,11.5,P001,1699,183.1,31.1,2.4,11.1,1,68.5,,3
4824,Boulangerie,Pain,26.2,1.63,1,Ambiante,Carton,2025-03-03 12:00:00,Monday,3,Sèche,1,S001,Abidjan,16.6,P017,817,521.7,28.3,8.6,14.0,0,83.7,Refusé par partenaire (qualité),1
4825,Viande & Poisson,Volaille,19.8,3.79,1,Frais,Vrac,2024-11-18 04:00:00,Monday,11,Sèche,0,S008,Abidjan,28.5,P005,838,716.8,24.1,2.3,13.2,1,43.9,,3
4826,Épicerie Sèche,Riz,9.3,2.03,53,Sec,Vrac,2024-06-05 03:00:00,Wednesday,6,Pluies,0,S002,Yamoussoukro,43.7,P025,1997,717.9,28.4,5.8,246.1,1,65.1,,2
4827,Épicerie Sèche,Céréales,40.3,2.21,72,Sec,Plastique,2024-05-16 05:00:00,Thursday,5,Pluies,0,S030,Bouaké,38.8,P012,1897,102.8,30.6,0.8,425.2,0,51.3,Périmé avant collecte partenaire,3
4828,Produits Laitiers,Yaourt,9.3,2.52,4,Frais,Carton,2024-10-10 13:00:00,Thursday,10,Pluies,0,S003,Yamoussoukro,39.7,P022,711,566.5,27.2,3.0,28.6,1,35.7,,4
4829,Épicerie Sèche,Pâtes,29.1,2.26,68,Sec,Carton,2025-05-30 04:00:00,Friday,5,Pluies,0,S020,Abidjan,15.2,P016,238,675.5,28.6,1.4,297.3,1,62.1,,4
4830,Fruits & Légumes,Légumes feuilles,14.2,1.05,2,Frais,Sachet,2024-12-16 19:00:00,Monday,12,Sèche,0,S022,Bouaké,9.4,P006,1347,191.5,31.2,10.5,14.3,1,40.9,,3
4831,Fruits & Légumes,Agrumes,12.6,1.18,3,Frais,Sachet,2024-11-01 06:00:00,Friday,11,Sèche,0,S020,Yamoussoukro,9.1,P005,1674,518.9,29.9,0.5,21.7,1,43.5,,2
4832,Épicerie Sèche,Conserves,20.9,1.56,28,Sec,Sachet,2024-05-23 00:00:00,Thursday,5,Pluies,0,S010,Bouaké,38.2,P007,1072,580.6,29.7,10.1,126.7,1,76.9,,4
4833,Viande & Poisson,Charcuterie,12.4,4.33,2,Frais,Sachet,2024-06-15 17:00:00,Saturday,6,Pluies,0,S021,Abidjan,3.7,P011,196,595.5,25.1,1.8,27.0,0,50.6,Refusé par partenaire (qualité),1
4834,Viande & Poisson,Charcuterie,23.7,4.97,1,Frais,Vrac,2024-01-26 05:00:00,Friday,1,Sèche,0,S006,Bouaké,43.1,P008,1666,788.0,32.8,0.5,15.1,0,75.9,Périmé avant collecte partenaire,2
4835,Produits Laitiers,Yaourt,22.4,1.8,3,Frais,Carton,2025-01-20 18:00:00,Monday,1,Sèche,0,S008,Abidjan,22.6,P023,1356,705.6,28.1,0.3,20.7,1,48.3,,3
4836,Produits Laitiers,Lait,6.3,2.23,5,Frais,Carton,2024-09-05 16:00:00,Thursday,9,Pluies,0,S030,Bouaké,16.8,P022,623,294.1,34.0,3.2,30.2,1,66.1,,5
4837,Fruits & Légumes,Fruits à coque,21.3,1.51,2,Frais,Carton,2024-07-30 03:00:00,Tuesday,7,Pluies,0,S039,Yamoussoukro,22.5,P017,1988,280.2,27.6,1.0,13.2,1,43.8,,4
4838,Fruits & Légumes,Légumes racines,17.9,1.24,1,Frais,Vrac,2024-08-05 13:00:00,Monday,8,Pluies,0,S015,Bouaké,17.9,P008,846,445.4,35.0,10.0,11.2,1,34.1,,2
4839,Viande & Poisson,Volaille,13.1,4.59,1,Frais,Carton,2025-06-01 01:00:00,Sunday,6,Pluies,0,S011,Bouaké,34.0,P012,1954,615.6,24.3,7.2,10.4,1,75.1,,3
4840,Épicerie Sèche,Riz,9.7,1.73,19,Sec,Plastique,2024-10-04 07:00:00,Friday,10,Pluies,0,S032,Abidjan,41.4,P011,558,65.6,36.0,0.8,139.8,0,56.9,Périmé avant collecte partenaire,1
4841,Épicerie Sèche,Riz,14.4,2.27,27,Sec,Sachet,2024-10-04 00:00:00,Friday,10,Pluies,0,S017,Abidjan,16.0,P021,90,397.5,35.7,3.0,150.3,1,62.0,,2
4842,Surgelés,Plats préparés surgelés,44.7,3.47,12,Surgelé,Vrac,2024-06-19 19:00:00,Wednesday,6,Pluies,0,S011,Abidjan,39.6,P008,866,211.2,32.4,4.4,58.9,1,37.2,,4
4843,Surgelés,Plats préparés surgelés,24.8,3.32,2,Surgelé,Plastique,2024-10-29 10:00:00,Tuesday,10,Pluies,0,S015,Bouaké,31.5,P018,807,511.6,29.5,3.0,14.5,1,52.5,,3
4844,Viande & Poisson,Poisson frais,5.5,5.29,1,Frais,Plastique,2024-06-04 07:00:00,Tuesday,6,Pluies,0,S010,Abidjan,33.0,P022,1448,715.5,29.0,3.9,12.5,1,34.6,,2
4845,Produits Laitiers,Lait,7.5,2.0,4,Frais,Sachet,2024-07-28 20:00:00,Sunday,7,Pluies,0,S021,Korhogo,17.6,P011,853,272.6,33.0,3.1,27.7,1,68.7,,4
4846,Produits Laitiers,Lait,25.3,2.01,5,Frais,Plastique,2025-06-12 10:00:00,Thursday,6,Pluies,0,S035,Bouaké,42.6,P002,919,361.1,26.2,5.7,39.2,1,45.9,,3
4847,Boulangerie,Viennoiserie,2.0,1.24,1,Ambiante,Carton,2024-08-02 20:00:00,Friday,8,Pluies,0,S015,Abidjan,26.0,P006,1040,645.4,29.0,3.1,10.3,1,71.7,,2
4848,Épicerie Sèche,Riz,12.1,2.33,27,Sec,Plastique,2024-08-21 13:00:00,Wednesday,8,Pluies,0,S034,Abidjan,3.7,P011,827,172.2,27.5,0.6,131.7,1,57.1,,4
4849,Fruits & Légumes,Légumes feuilles,30.2,1.18,1,Frais,Plastique,2024-05-06 17:00:00,Monday,5,Pluies,0,S038,Korhogo,43.2,P025,1000,612.2,30.2,1.1,13.9,1,36.2,,2
4850,Fruits & Légumes,Légumes feuilles,27.9,1.08,2,Frais,Vrac,2024-10-17 19:00:00,Thursday,10,Pluies,0,S025,Bouaké,25.8,P009,1972,776.3,27.8,6.0,20.7,1,32.2,,4
4851,Produits Laitiers,Yaourt,30.8,1.91,3,Frais,Carton,2025-03-02 05:00:00,Sunday,3,Sèche,1,S010,Yamoussoukro,39.2,P014,886,658.6,33.3,2.4,18.3,1,55.3,,4
4852,Fruits & Légumes,Fruits à coque,21.4,1.43,2,Frais,Carton,2025-01-25 19:00:00,Saturday,1,Sèche,0,S037,Abidjan,4.0,P022,901,222.3,25.4,0.3,14.4,1,51.4,,3
4853,Boulangerie,Pain,25.1,1.58,1,Ambiante,Carton,2024-07-07 04:00:00,Sunday,7,Pluies,0,S039,Yamoussoukro,33.0,P020,419,229.8,33.9,1.8,11.4,1,47.8,,3
4854,Fruits & Légumes,Légumes feuilles,28.2,1.09,3,Frais,Vrac,2024-01-02 10:00:00,Tuesday,1,Sèche,0,S026,Abidjan,31.4,P006,1577,34.3,31.2,0.8,24.8,1,41.1,,3
4855,Fruits & Légumes,Fruits à coque,37.1,1.41,1,Frais,Carton,2024-07-11 13:00:00,Thursday,7,Pluies,0,S021,Korhogo,8.0,P019,1201,396.5,27.4,0.7,10.7,1,35.8,,4
4856,Produits Laitiers,Fromage,24.0,1.66,4,Frais,Carton,2024-04-12 20:00:00,Friday,4,Pluies,0,S033,San-Pédro,9.9,P018,1435,675.3,28.3,1.9,28.8,1,57.0,,4
4857,Fruits & Légumes,Légumes feuilles,16.8,1.48,2,Frais,Plastique,2024-05-20 05:00:00,Monday,5,Pluies,0,S021,Abidjan,21.6,P014,205,454.6,30.2,6.8,13.7,1,31.9,,3
4858,Fruits & Légumes,Fruits à coque,21.9,1.49,1,Frais,Vrac,2024-09-19 11:00:00,Thursday,9,Pluies,0,S006,San-Pédro,28.4,P010,1962,422.6,26.9,0.7,10.5,1,46.0,,4
4859,Surgelés,Plats préparés surgelés,28.3,2.92,6,Surgelé,Plastique,2024-04-27 06:00:00,Saturday,4,Pluies,0,S021,Abidjan,11.7,P022,1523,719.5,28.3,9.3,44.9,0,86.9,Refusé par partenaire (qualité),4
4860,Fruits & Légumes,Légumes racines,12.0,1.32,1,Frais,Plastique,2024-04-02 17:00:00,Tuesday,4,Pluies,1,S010,Abidjan,5.8,P006,339,328.7,27.7,5.3,7.0,1,69.3,,4
4861,Viande & Poisson,Boeuf,33.9,4.53,1,Frais,Plastique,2025-02-24 11:00:00,Monday,2,Sèche,1,S015,Abidjan,11.7,P009,1971,287.6,30.8,1.6,9.3,1,46.4,,4
4862,Fruits & Légumes,Fruits à coque,9.7,1.3,2,Frais,Sachet,2025-01-24 17:00:00,Friday,1,Sèche,0,S018,Bouaké,21.8,P015,489,226.6,33.0,3.3,19.1,1,78.5,,3
4863,Viande & Poisson,Charcuterie,214.7,4.91,1,Frais,Vrac,2024-03-16 23:00:00,Saturday,3,Sèche,1,S027,Abidjan,33.8,P018,1451,53.0,31.8,1.3,7.4,1,73.9,,3
4864,Viande & Poisson,Poisson frais,31.5,5.35,2,Frais,Vrac,2025-03-24 04:00:00,Monday,3,Sèche,1,S034,Abidjan,7.5,P023,243,212.0,29.6,4.3,16.0,0,78.9,Périmé avant collecte partenaire,1
4865,Fruits & Légumes,Fruits à noyau,27.3,1.17,3,Frais,Carton,2024-04-11 03:00:00,Thursday,4,Pluies,0,S018,Abidjan,37.0,P002,973,638.3,30.0,2.0,38.6,0,60.3,Périmé avant collecte partenaire,1
4866,Fruits & Légumes,Légumes feuilles,100.7,1.51,3,Frais,Carton,2024-03-16 17:00:00,Saturday,3,Sèche,1,S030,Abidjan,18.2,P022,1252,219.8,34.6,4.5,12.0,1,32.0,,4
4867,Produits Laitiers,Beurre,27.6,2.42,2,Frais,Plastique,2024-09-13 18:00:00,Friday,9,Pluies,0,S026,Yamoussoukro,18.2,P016,67,517.2,25.5,15.3,15.6,1,47.0,,4
4868,Fruits & Légumes,Légumes racines,34.4,1.24,2,Frais,Carton,2025-02-11 14:00:00,Tuesday,2,Sèche,0,S010,Yamoussoukro,17.5,P010,1938,605.8,28.6,2.3,13.7,1,46.2,,4
4869,Viande & Poisson,Volaille,39.6,4.25,1,Frais,Carton,2025-01-09 00:00:00,Thursday,1,Sèche,0,S031,Korhogo,27.9,P022,1507,180.6,31.7,4.4,19.8,0,62.8,Périmé avant collecte partenaire,4
4870,Boulangerie,Viennoiserie,15.7,1.58,1,Ambiante,Vrac,2024-06-19 15:00:00,Wednesday,6,Pluies,0,S014,Yamoussoukro,39.4,P017,1868,455.9,31.0,9.0,12.4,1,38.7,,4
4871,Épicerie Sèche,Pâtes,26.1,1.68,5,Sec,Carton,2024-01-06 00:00:00,Saturday,1,Sèche,0,S038,Abidjan,31.2,P022,1674,361.9,28.0,2.2,28.9,1,63.4,,3
4872,Épicerie Sèche,Conserves,69.7,1.82,33,Sec,Vrac,2025-04-10 16:00:00,Thursday,4,Pluies,0,S038,Bouaké,36.3,P002,373,215.4,31.8,0.6,225.3,1,57.5,,3
4873,Viande & Poisson,Poisson frais,36.1,4.8,2,Frais,Plastique,2024-05-24 16:00:00,Friday,5,Pluies,0,S032,Abidjan,29.4,P004,553,497.8,30.0,1.4,13.8,1,57.4,,4
4874,Viande & Poisson,Boeuf,42.9,5.08,1,Frais,Carton,2025-03-08 07:00:00,Saturday,3,Sèche,1,S040,Yamoussoukro,23.4,P003,1609,110.3,28.5,1.0,6.5,1,51.9,,5
4875,Viande & Poisson,Boeuf,19.3,3.85,1,Frais,Carton,2024-01-20 22:00:00,Saturday,1,Sèche,0,S028,Yamoussoukro,32.5,P020,451,256.0,30.2,4.2,11.8,1,59.4,,3
4876,Produits Laitiers,Fromage,12.1,2.03,3,Frais,Carton,2024-07-07 02:00:00,Sunday,7,Pluies,0,S030,Abidjan,13.8,P010,971,599.6,27.1,0.2,20.5,1,39.1,,4
4877,Fruits & Légumes,Fruits à coque,20.4,1.3,3,Frais,Plastique,2024-09-25 18:00:00,Wednesday,9,Pluies,0,S035,Abidjan,28.5,P005,1045,225.6,34.1,4.0,21.5,1,47.5,,3
4878,Fruits & Légumes,Agrumes,22.5,1.42,1,Frais,Sachet,2024-05-01 06:00:00,Wednesday,5,Pluies,0,S028,Yamoussoukro,23.1,P015,286,467.6,26.8,0.6,20.5,0,57.3,Problème logistique / retard transport,2
4879,Fruits & Légumes,Légumes feuilles,27.9,1.1,1,Frais,Plastique,2024-05-12 23:00:00,Sunday,5,Pluies,0,S029,Bouaké,41.8,P025,1955,24.9,25.3,9.7,14.0,1,77.5,,3
4880,Fruits & Légumes,Légumes racines,6.4,1.5,3,Frais,Vrac,2024-04-17 13:00:00,Wednesday,4,Pluies,0,S004,Bouaké,29.9,P014,53,77.4,29.9,5.4,22.0,1,58.7,,4
4881,Fruits & Légumes,Légumes feuilles,8.2,1.2,2,Frais,Vrac,2025-05-20 03:00:00,Tuesday,5,Pluies,0,S026,Abidjan,3.3,P018,1545,455.4,25.3,1.5,15.9,1,59.7,,3
4882,Fruits & Légumes,Fruits à noyau,41.9,1.49,1,Frais,Plastique,2025-06-14 22:00:00,Saturday,6,Pluies,0,S029,Abidjan,20.8,P007,1431,530.2,31.3,1.3,15.0,0,61.4,Refusé par partenaire (qualité),2
4883,Fruits & Légumes,Fruits à coque,29.9,1.05,2,Frais,Plastique,2025-04-27 05:00:00,Sunday,4,Pluies,0,S015,Abidjan,8.1,P002,666,299.9,30.4,1.6,12.9,1,71.9,,3
4884,Viande & Poisson,Boeuf,23.9,4.77,1,Frais,Plastique,2024-12-12 18:00:00,Thursday,12,Sèche,0,S030,Abidjan,40.9,P019,958,624.9,23.5,2.3,22.6,0,59.8,Refusé par partenaire (qualité),1
4885,Boulangerie,Pain,31.5,1.61,2,Ambiante,Vrac,2025-06-22 04:00:00,Sunday,6,Pluies,0,S038,San-Pédro,37.1,P012,1917,66.3,30.5,7.9,14.4,1,54.6,,4
4886,Produits Laitiers,Beurre,20.0,2.19,4,Frais,Sachet,2025-02-22 08:00:00,Saturday,2,Sèche,1,S014,San-Pédro,31.1,P010,942,194.9,31.9,11.6,21.8,1,67.7,,4
4887,Produits Laitiers,Yaourt,66.1,1.61,3,Frais,Vrac,2024-04-05 10:00:00,Friday,4,Pluies,1,S021,Yamoussoukro,28.2,P009,1665,253.0,28.4,7.3,17.9,0,57.8,Refusé par partenaire (qualité),1
4888,Boulangerie,Viennoiserie,29.8,1.91,1,Ambiante,Carton,2025-03-09 11:00:00,Sunday,3,Sèche,1,S029,Abidjan,13.8,P024,1804,336.1,28.3,1.4,8.2,1,53.4,,3
4889,Viande & Poisson,Poisson frais,25.2,3.94,1,Frais,Carton,2024-10-20 23:00:00,Sunday,10,Pluies,0,S010,Bouaké,19.4,P025,914,567.7,22.9,10.0,18.6,0,79.6,Périmé avant collecte partenaire,2
4890,Épicerie Sèche,Conserves,18.3,2.3,53,Sec,Vrac,2024-08-05 14:00:00,Monday,8,Pluies,0,S035,Korhogo,12.1,P020,967,647.9,31.0,0.6,183.4,1,71.8,,3
4891,Fruits & Légumes,Agrumes,40.4,1.08,1,Frais,Plastique,2024-07-18 09:00:00,Thursday,7,Pluies,0,S038,San-Pédro,5.1,P016,1346,356.3,26.9,0.1,9.9,1,70.0,,2
4892,Fruits & Légumes,Agrumes,23.7,1.49,1,Frais,Carton,2025-01-14 22:00:00,Tuesday,1,Sèche,0,S037,Abidjan,5.5,P001,456,91.7,29.5,1.1,12.5,1,67.0,,5
4893,Épicerie Sèche,Céréales,26.9,1.46,11,Sec,Vrac,2024-10-23 18:00:00,Wednesday,10,Pluies,0,S006,Abidjan,17.1,P023,1759,440.4,29.9,1.4,44.1,1,67.9,,1
4894,Fruits & Légumes,Fruits à coque,8.5,1.06,3,Frais,Sachet,2024-02-18 05:00:00,Sunday,2,Sèche,0,S027,Yamoussoukro,17.0,P009,1155,246.0,36.1,0.5,23.2,1,58.1,,2
4895,Fruits & Légumes,Fruits à coque,9.8,1.17,2,Frais,Sachet,2024-10-01 00:00:00,Tuesday,10,Pluies,0,S034,Yamoussoukro,5.8,P018,827,151.8,29.4,1.6,18.1,1,49.7,,5
4896,Fruits & Légumes,Légumes feuilles,10.4,1.44,3,Frais,Carton,2024-05-18 12:00:00,Saturday,5,Pluies,0,S003,Bouaké,32.9,P008,1058,312.8,23.4,4.3,23.9,1,53.0,,5
4897,Surgelés,Viande surgelée,14.1,3.42,33,Surgelé,Plastique,2024-01-09 06:00:00,Tuesday,1,Sèche,0,S002,Bouaké,21.8,P010,101,344.9,31.6,4.7,119.5,1,54.3,,3
4898,Viande & Poisson,Volaille,9.2,4.41,2,Frais,Vrac,2024-10-07 13:00:00,Monday,10,Pluies,0,S007,Abidjan,35.8,P004,141,364.8,27.4,2.4,19.4,1,71.9,,4
4899,Fruits & Légumes,Légumes racines,29.4,1.52,1,Frais,Plastique,2025-05-20 15:00:00,Tuesday,5,Pluies,0,S025,Bouaké,26.6,P012,1929,413.6,29.4,1.9,13.7,1,47.7,,4
4900,Fruits & Légumes,Fruits à coque,31.0,1.42,2,Frais,Vrac,2024-08-14 22:00:00,Wednesday,8,Pluies,0,S039,Yamoussoukro,19.8,P001,1240,181.3,31.0,0.8,23.9,0,53.4,Périmé avant collecte partenaire,2
4901,Fruits & Légumes,Fruits à noyau,24.1,1.41,3,Frais,Carton,2025-03-04 04:00:00,Tuesday,3,Sèche,1,S026,Abidjan,16.6,P010,384,195.6,32.2,6.4,20.0,1,75.9,,3
4902,Viande & Poisson,Poisson frais,14.3,4.06,2,Frais,Plastique,2024-03-12 16:00:00,Tuesday,3,Sèche,1,S035,Abidjan,18.0,P025,1586,666.3,33.2,20.1,20.3,0,70.0,Surstock partenaire (capacité pleine),1
4903,Surgelés,Viande surgelée,66.4,2.9,6,Surgelé,Carton,2024-11-01 18:00:00,Friday,11,Sèche,0,S010,Korhogo,8.5,P001,1753,750.4,26.6,5.9,26.5,1,69.4,,3
4904,Fruits & Légumes,Agrumes,6.8,1.33,2,Frais,Plastique,2025-02-07 15:00:00,Friday,2,Sèche,0,S038,Abidjan,32.1,P019,1772,495.3,27.8,5.2,18.3,1,51.3,,2
4905,Épicerie Sèche,Conserves,29.5,1.46,19,Sec,Plastique,2025-06-22 12:00:00,Sunday,6,Pluies,0,S034,San-Pédro,40.4,P014,904,29.8,32.7,1.2,153.8,0,64.3,Périmé avant collecte partenaire,1
4906,Viande & Poisson,Charcuterie,25.9,5.26,2,Frais,Vrac,2024-03-02 19:00:00,Saturday,3,Sèche,0,S015,Bouaké,5.6,P015,868,692.2,32.0,1.3,18.0,1,60.3,,3
4907,Fruits & Légumes,Agrumes,10.9,1.49,1,Frais,Plastique,2024-05-17 18:00:00,Friday,5,Pluies,0,S005,Abidjan,19.4,P018,744,30.7,29.0,7.7,11.1,1,73.8,,2
4908,Fruits & Légumes,Fruits à coque,47.5,1.22,3,Frais,Plastique,2025-06-06 16:00:00,Friday,6,Pluies,0,S008,Abidjan,15.2,P010,1456,683.2,32.7,0.1,20.3,1,35.0,,4
